gouvernorat,date,cas,retablis,deces
Tataouine,2020-03-13,0.0,0.0,0.0
Tataouine,2020-03-14,1.0,0.0,0.0
Tataouine,2020-03-15,1.0,0.0,0.0
Tataouine,2020-03-16,1.0,0.0,0.0
Tataouine,2020-03-17,1.0,0.0,0.0
Tataouine,2020-03-18,1.0,0.0,0.0
Tataouine,2020-03-19,4.0,0.0,0.0
Tataouine,2020-03-20,4.0,0.0,0.0
Tataouine,2020-03-21,5.0,0.0,0.0
Tataouine,2020-03-22,5.0,0.0,0.0
Tataouine,2020-03-23,6.0,0.0,0.0
Tataouine,2020-03-24,6.0,0.0,0.0
Tataouine,2020-03-25,6.0,0.0,0.0
Tataouine,2020-03-26,6.0,0.0,1.0
Tataouine,2020-03-27,6.0,0.0,1.0
Tataouine,2020-03-28,6.0,0.0,1.0
Tataouine,2020-03-29,6.0,0.0,1.0
Tataouine,2020-03-30,7.0,0.0,1.0
Tataouine,2020-03-31,7.0,0.0,1.0
Tataouine,2020-04-01,7.0,0.0,1.0
Tataouine,2020-04-02,9.0,0.0,1.0
Tataouine,2020-04-03,17.0,0.0,1.0
Tataouine,2020-04-04,17.0,0.0,1.0
Tataouine,2020-04-05,17.0,0.0,1.0
Tataouine,2020-04-06,18.0,0.0,1.0
Tataouine,2020-04-07,18.0,0.0,1.0
Tataouine,2020-04-08,18.0,0.0,1.0
Tataouine,2020-04-09,19.0,0.0,1.0
Tataouine,2020-04-10,19.0,0.0,1.0
Tataouine,2020-04-11,20.0,0.0,1.0
Tataouine,2020-04-12,22.0,0.0,1.0
Tataouine,2020-04-13,23.0,0.0,1.0
Tataouine,2020-04-14,25.0,0.0,1.0
Tataouine,2020-04-15,25.0,0.0,1.0
Tataouine,2020-04-16,32.0,0.0,1.0
Tataouine,2020-04-17,32.0,0.0,1.0
Tataouine,2020-04-18,32.0,0.0,1.0
Tataouine,2020-04-19,32.0,0.0,1.0
Tataouine,2020-04-20,32.0,0.0,1.0
Tataouine,2020-04-21,32.0,0.0,1.0
Tataouine,2020-04-22,32.0,0.0,1.0
Tataouine,2020-04-23,32.0,0.0,1.0
Tataouine,2020-04-24,35.0,0.0,1.0
Tataouine,2020-04-25,35.0,0.0,1.0
Tataouine,2020-04-26,35.0,0.0,1.0
Tataouine,2020-04-27,35.0,0.0,1.0
Tataouine,2020-04-28,36.0,0.0,1.0
Tataouine,2020-04-29,36.0,0.0,1.0
Tataouine,2020-04-30,36.0,0.0,1.0
Tataouine,2020-05-01,36.0,0.0,1.0
Tataouine,2020-05-02,36.0,0.0,1.0
Tataouine,2020-05-03,36.0,10.0,1.0
Tataouine,2020-05-04,36.0,18.0,1.0
Tataouine,2020-05-05,36.0,22.0,1.0
Tataouine,2020-05-06,36.0,22.0,1.0
Tataouine,2020-05-07,36.0,22.0,1.0
Tataouine,2020-05-08,36.0,22.0,1.0
Tataouine,2020-05-09,36.0,23.0,1.0
Tataouine,2020-05-10,36.0,26.0,1.0
Tataouine,2020-05-11,36.0,26.0,1.0
Tataouine,2020-05-12,36.0,26.0,1.0
Tataouine,2020-05-13,36.0,26.0,1.0
Tataouine,2020-05-14,36.0,26.0,1.0
Tozeur,2020-03-02,0.0,0.0,0.0
Tozeur,2020-03-03,0.0,0.0,0.0
Tozeur,2020-03-04,0.0,0.0,0.0
Tozeur,2020-03-05,0.0,0.0,0.0
Tozeur,2020-03-06,0.0,0.0,0.0
Tozeur,2020-03-07,0.0,0.0,0.0
Tozeur,2020-03-08,0.0,0.0,0.0
Tozeur,2020-03-09,0.0,0.0,0.0
Tozeur,2020-03-10,0.0,0.0,0.0
Tozeur,2020-03-11,0.0,0.0,0.0
Tozeur,2020-03-12,0.0,0.0,0.0
Tozeur,2020-03-13,0.0,0.0,0.0
Tozeur,2020-03-14,0.0,0.0,0.0
Tozeur,2020-03-15,0.0,0.0,0.0
Tozeur,2020-03-16,0.0,0.0,0.0
Tozeur,2020-03-17,0.0,0.0,0.0
Tozeur,2020-03-18,0.0,0.0,0.0
Tozeur,2020-03-19,0.0,0.0,0.0
Tozeur,2020-03-20,0.0,0.0,0.0
Tozeur,2020-03-21,0.0,0.0,0.0
Tozeur,2020-03-22,0.0,0.0,0.0
Tozeur,2020-03-23,0.0,0.0,0.0
Tozeur,2020-03-24,0.0,0.0,0.0
Tozeur,2020-03-25,0.0,0.0,0.0
Tozeur,2020-03-26,6.0,0.0,0.0
Tozeur,2020-03-27,6.0,0.0,0.0
Tozeur,2020-03-28,6.0,0.0,0.0
Tozeur,2020-03-29,6.0,0.0,0.0
Tozeur,2020-03-30,1.0,0.0,0.0
Tozeur,2020-03-31,1.0,0.0,0.0
Tozeur,2020-04-01,1.0,0.0,0.0
Tozeur,2020-04-02,1.0,0.0,0.0
Tozeur,2020-04-03,1.0,0.0,0.0
Tozeur,2020-04-04,1.0,0.0,0.0
Tozeur,2020-04-05,1.0,0.0,0.0
Tozeur,2020-04-06,1.0,0.0,0.0
Tozeur,2020-04-07,1.0,0.0,0.0
Tozeur,2020-04-08,1.0,0.0,0.0
Tozeur,2020-04-09,1.0,0.0,0.0
Tozeur,2020-04-10,1.0,0.0,0.0
Tozeur,2020-04-11,1.0,0.0,0.0
Tozeur,2020-04-12,2.0,0.0,0.0
Tozeur,2020-04-13,3.0,0.0,0.0
Tozeur,2020-04-14,4.0,0.0,0.0
Tozeur,2020-04-15,4.0,0.0,0.0
Tozeur,2020-04-16,4.0,0.0,0.0
Tozeur,2020-04-17,5.0,0.0,0.0
Tozeur,2020-04-18,5.0,0.0,0.0
Tozeur,2020-04-19,5.0,0.0,0.0
Tozeur,2020-04-20,5.0,0.0,0.0
Tozeur,2020-04-21,5.0,0.0,0.0
Tozeur,2020-04-22,5.0,0.0,0.0
Tozeur,2020-04-23,5.0,0.0,0.0
Tozeur,2020-04-24,5.0,0.0,0.0
Tozeur,2020-04-25,5.0,0.0,0.0
Tozeur,2020-04-26,5.0,0.0,0.0
Tozeur,2020-04-27,5.0,0.0,0.0
Tozeur,2020-04-28,5.0,0.0,0.0
Tozeur,2020-04-29,5.0,0.0,0.0
Tozeur,2020-04-30,5.0,0.0,0.0
Tozeur,2020-05-01,5.0,0.0,0.0
Tozeur,2020-05-02,5.0,0.0,0.0
Tozeur,2020-05-03,5.0,3.0,0.0
Tozeur,2020-05-04,5.0,3.0,0.0
Tozeur,2020-05-05,4.0,2.0,0.0
Tozeur,2020-05-06,4.0,3.0,0.0
Tozeur,2020-05-07,5.0,3.0,0.0
Tozeur,2020-05-08,5.0,5.0,0.0
Tozeur,2020-05-09,5.0,5.0,0.0
Tozeur,2020-05-10,5.0,5.0,0.0
Tozeur,2020-05-11,5.0,5.0,0.0
Tozeur,2020-05-12,5.0,5.0,0.0
Tozeur,2020-05-13,5.0,5.0,0.0
Tozeur,2020-05-14,5.0,5.0,0.0
Tunis,2020-03-02,0.0,0.0,0.0
Tunis,2020-03-03,0.0,0.0,0.0
Tunis,2020-03-04,0.0,0.0,0.0
Tunis,2020-03-05,0.0,0.0,0.0
Tunis,2020-03-06,0.0,0.0,0.0
Tunis,2020-03-07,0.0,0.0,0.0
Tunis,2020-03-08,0.0,0.0,0.0
Tunis,2020-03-09,1.0,0.0,0.0
Tunis,2020-03-10,1.0,0.0,0.0
Tunis,2020-03-11,1.0,0.0,0.0
Tunis,2020-03-12,5.0,0.0,0.0
Tunis,2020-03-13,6.0,0.0,0.0
Tunis,2020-03-14,6.0,0.0,0.0
Tunis,2020-03-15,7.0,0.0,0.0
Tunis,2020-03-16,9.0,0.0,0.0
Tunis,2020-03-17,10.0,0.0,0.0
Tunis,2020-03-18,15.0,0.0,0.0
Tunis,2020-03-19,18.0,0.0,0.0
Tunis,2020-03-20,18.0,0.0,0.0
Tunis,2020-03-21,22.0,0.0,0.0
Tunis,2020-03-22,29.0,0.0,0.0
Tunis,2020-03-23,32.0,0.0,0.0
Tunis,2020-03-24,47.0,0.0,0.0
Tunis,2020-03-25,52.0,0.0,0.0
Tunis,2020-03-26,55.0,0.0,0.0
Tunis,2020-03-27,69.0,0.0,0.0
Tunis,2020-03-28,80.0,0.0,0.0
Tunis,2020-03-29,92.0,0.0,0.0
Tunis,2020-03-30,94.0,0.0,0.0
Tunis,2020-03-31,104.0,0.0,1.0
Tunis,2020-04-01,105.0,0.0,1.0
Tunis,2020-04-02,112.0,0.0,2.0
Tunis,2020-04-03,132.0,0.0,2.0
Tunis,2020-04-04,135.0,0.0,2.0
Tunis,2020-04-05,139.0,0.0,2.0
Tunis,2020-04-06,144.0,0.0,2.0
Tunis,2020-04-07,147.0,0.0,2.0
Tunis,2020-04-08,152.0,0.0,2.0
Tunis,2020-04-09,159.0,0.0,2.0
Tunis,2020-04-10,159.0,18.0,2.0
Tunis,2020-04-11,167.0,18.0,4.0
Tunis,2020-04-12,173.0,18.0,5.0
Tunis,2020-04-13,174.0,18.0,5.0
Tunis,2020-04-14,187.0,18.0,5.0
Tunis,2020-04-15,193.0,18.0,5.0
Tunis,2020-04-16,193.0,18.0,5.0
Tunis,2020-04-17,193.0,18.0,6.0
Tunis,2020-04-18,193.0,18.0,6.0
Tunis,2020-04-19,193.0,145.0,6.0
Tunis,2020-04-20,195.0,165.0,6.0
Tunis,2020-04-21,198.0,165.0,6.0
Tunis,2020-04-22,199.0,165.0,6.0
Tunis,2020-04-23,199.0,165.0,6.0
Tunis,2020-04-24,202.0,178.0,6.0
Tunis,2020-04-25,205.0,187.0,6.0
Tunis,2020-04-26,209.0,250.0,6.0
Tunis,2020-04-27,211.0,250.0,7.0
Tunis,2020-04-28,211.0,250.0,7.0
Tunis,2020-04-29,223.0,265.0,7.0
Tunis,2020-04-30,223.0,276.0,7.0
Tunis,2020-05-01,228.0,283.0,8.0
Tunis,2020-05-02,228.0,288.0,8.0
Tunis,2020-05-03,229.0,125.0,8.0
Tunis,2020-05-04,231.0,127.0,8.0
Tunis,2020-05-05,232.0,127.0,8.0
Tunis,2020-05-06,232.0,127.0,8.0
Tunis,2020-05-07,232.0,147.0,8.0
Tunis,2020-05-08,232.0,161.0,8.0
Tunis,2020-05-09,232.0,169.0,8.0
Tunis,2020-05-10,232.0,174.0,8.0
Tunis,2020-05-11,232.0,176.0,8.0
Tunis,2020-05-12,232.0,177.0,8.0
Tunis,2020-05-13,232.0,182.0,8.0
Tunis,2020-05-14,233.0,186.0,8.0
Zaghouan,2020-03-02,0.0,0.0,0.0
Zaghouan,2020-03-03,0.0,0.0,0.0
Zaghouan,2020-03-04,0.0,0.0,0.0
Zaghouan,2020-03-05,0.0,0.0,0.0
Zaghouan,2020-03-06,0.0,0.0,0.0
Zaghouan,2020-03-07,0.0,0.0,0.0
Zaghouan,2020-03-08,0.0,0.0,0.0
Zaghouan,2020-03-09,0.0,0.0,0.0
Zaghouan,2020-03-10,0.0,0.0,0.0
Zaghouan,2020-03-11,0.0,0.0,0.0
Zaghouan,2020-03-12,0.0,0.0,0.0
Zaghouan,2020-03-13,0.0,0.0,0.0
Zaghouan,2020-03-14,0.0,0.0,0.0
Zaghouan,2020-03-15,0.0,0.0,0.0
Zaghouan,2020-03-16,0.0,0.0,0.0
Zaghouan,2020-03-17,0.0,0.0,0.0
Zaghouan,2020-03-18,0.0,0.0,0.0
Zaghouan,2020-03-19,0.0,0.0,0.0
Zaghouan,2020-03-20,0.0,0.0,0.0
Zaghouan,2020-03-21,0.0,0.0,0.0
Zaghouan,2020-03-22,0.0,0.0,0.0
Zaghouan,2020-03-23,1.0,0.0,0.0
Zaghouan,2020-03-24,2.0,0.0,0.0
Zaghouan,2020-03-25,2.0,0.0,0.0
Zaghouan,2020-03-26,2.0,0.0,0.0
Zaghouan,2020-03-27,2.0,0.0,0.0
Zaghouan,2020-03-28,2.0,0.0,0.0
Zaghouan,2020-03-29,2.0,0.0,0.0
Zaghouan,2020-03-30,2.0,0.0,0.0
Zaghouan,2020-03-31,2.0,0.0,0.0
Zaghouan,2020-04-01,2.0,0.0,0.0
Zaghouan,2020-04-02,2.0,0.0,0.0
Zaghouan,2020-04-03,2.0,0.0,0.0
Zaghouan,2020-04-04,2.0,0.0,0.0
Zaghouan,2020-04-05,2.0,0.0,0.0
Zaghouan,2020-04-06,2.0,0.0,0.0
Zaghouan,2020-04-07,2.0,0.0,0.0
Zaghouan,2020-04-08,3.0,0.0,0.0
Zaghouan,2020-04-09,3.0,0.0,0.0
Zaghouan,2020-04-10,3.0,0.0,0.0
Zaghouan,2020-04-11,3.0,0.0,0.0
Zaghouan,2020-04-12,3.0,0.0,0.0
Zaghouan,2020-04-13,3.0,0.0,0.0
Zaghouan,2020-04-14,3.0,0.0,0.0
Zaghouan,2020-04-15,3.0,0.0,0.0
Zaghouan,2020-04-16,3.0,0.0,0.0
Zaghouan,2020-04-17,3.0,0.0,0.0
Zaghouan,2020-04-18,3.0,0.0,0.0
Zaghouan,2020-04-19,3.0,0.0,0.0
Zaghouan,2020-04-20,3.0,0.0,0.0
Zaghouan,2020-04-21,3.0,0.0,0.0
Zaghouan,2020-04-22,3.0,0.0,0.0
Zaghouan,2020-04-23,3.0,0.0,0.0
Zaghouan,2020-04-24,3.0,0.0,0.0
Zaghouan,2020-04-25,3.0,0.0,0.0
Zaghouan,2020-04-26,3.0,0.0,0.0
Zaghouan,2020-04-27,3.0,0.0,0.0
Zaghouan,2020-04-28,3.0,15.0,0.0
Zaghouan,2020-04-29,3.0,15.0,0.0
Zaghouan,2020-04-30,3.0,15.0,0.0
Zaghouan,2020-05-01,3.0,15.0,0.0
Zaghouan,2020-05-02,3.0,15.0,0.0
Zaghouan,2020-05-03,3.0,3.0,0.0
Zaghouan,2020-05-04,3.0,3.0,0.0
Zaghouan,2020-05-05,3.0,3.0,0.0
Zaghouan,2020-05-06,3.0,3.0,0.0
Zaghouan,2020-05-07,3.0,3.0,0.0
Zaghouan,2020-05-08,3.0,3.0,0.0
Zaghouan,2020-05-09,3.0,3.0,0.0
Zaghouan,2020-05-10,3.0,3.0,0.0
Zaghouan,2020-05-11,3.0,3.0,0.0
Zaghouan,2020-05-12,3.0,3.0,0.0
Zaghouan,2020-05-13,3.0,3.0,0.0
Zaghouan,2020-05-14,3.0,3.0,0.0
