gouvernorat,date,cas,retablis,deces
Manouba,2020-04-11,35.0,0.0,4.0
Manouba,2020-04-12,35.0,0.0,4.0
Manouba,2020-04-13,35.0,0.0,4.0
Manouba,2020-04-14,36.0,0.0,4.0
Manouba,2020-04-15,36.0,0.0,5.0
Manouba,2020-04-16,37.0,0.0,5.0
Manouba,2020-04-17,37.0,0.0,5.0
Manouba,2020-04-18,38.0,0.0,5.0
Manouba,2020-04-19,38.0,0.0,5.0
Manouba,2020-04-20,38.0,0.0,5.0
Manouba,2020-04-21,39.0,0.0,5.0
Manouba,2020-04-22,39.0,0.0,5.0
Manouba,2020-04-23,39.0,0.0,5.0
Manouba,2020-04-24,39.0,0.0,5.0
Manouba,2020-04-25,39.0,0.0,5.0
Manouba,2020-04-26,39.0,0.0,5.0
Manouba,2020-04-27,39.0,0.0,5.0
Manouba,2020-04-28,39.0,0.0,5.0
Manouba,2020-04-29,39.0,0.0,5.0
Manouba,2020-04-30,40.0,0.0,5.0
Manouba,2020-05-01,41.0,0.0,5.0
Manouba,2020-05-02,41.0,0.0,5.0
Manouba,2020-05-03,41.0,7.0,5.0
Manouba,2020-05-04,41.0,7.0,5.0
Manouba,2020-05-05,40.0,16.0,5.0
Manouba,2020-05-06,40.0,16.0,5.0
Manouba,2020-05-07,40.0,16.0,5.0
Manouba,2020-05-08,40.0,16.0,5.0
Manouba,2020-05-09,40.0,20.0,5.0
Manouba,2020-05-10,40.0,20.0,5.0
Manouba,2020-05-11,40.0,22.0,5.0
Manouba,2020-05-12,40.0,23.0,5.0
Manouba,2020-05-13,40.0,24.0,5.0
Manouba,2020-05-14,40.0,26.0,5.0
Medenine,2020-03-02,0.0,0.0,0.0
Medenine,2020-03-03,0.0,0.0,0.0
Medenine,2020-03-04,0.0,0.0,0.0
Medenine,2020-03-05,0.0,0.0,0.0
Medenine,2020-03-06,0.0,0.0,0.0
Medenine,2020-03-07,0.0,0.0,0.0
Medenine,2020-03-08,0.0,0.0,0.0
Medenine,2020-03-09,0.0,0.0,0.0
Medenine,2020-03-10,0.0,0.0,0.0
Medenine,2020-03-11,0.0,0.0,0.0
Medenine,2020-03-12,0.0,0.0,0.0
Medenine,2020-03-13,0.0,0.0,0.0
Medenine,2020-03-14,0.0,0.0,0.0
Medenine,2020-03-15,0.0,0.0,0.0
Medenine,2020-03-16,0.0,0.0,0.0
Medenine,2020-03-17,0.0,0.0,0.0
Medenine,2020-03-18,1.0,0.0,0.0
Medenine,2020-03-19,1.0,0.0,0.0
Medenine,2020-03-20,3.0,0.0,0.0
Medenine,2020-03-21,3.0,0.0,0.0
Medenine,2020-03-22,5.0,0.0,0.0
Medenine,2020-03-23,6.0,0.0,0.0
Medenine,2020-03-24,12.0,0.0,0.0
Medenine,2020-03-25,14.0,0.0,0.0
Medenine,2020-03-26,14.0,0.0,0.0
Medenine,2020-03-27,19.0,0.0,0.0
Medenine,2020-03-28,19.0,0.0,1.0
Medenine,2020-03-29,35.0,0.0,1.0
Medenine,2020-03-30,43.0,0.0,1.0
Medenine,2020-03-31,46.0,0.0,1.0
Medenine,2020-04-01,51.0,0.0,2.0
Medenine,2020-04-02,57.0,0.0,3.0
Medenine,2020-04-03,58.0,0.0,3.0
Medenine,2020-04-04,62.0,0.0,3.0
Medenine,2020-04-05,62.0,0.0,3.0
Medenine,2020-04-06,62.0,0.0,3.0
Medenine,2020-04-07,62.0,0.0,3.0
Medenine,2020-04-08,62.0,0.0,3.0
Medenine,2020-04-09,62.0,0.0,3.0
Medenine,2020-04-10,63.0,0.0,3.0
Medenine,2020-04-11,65.0,0.0,3.0
Medenine,2020-04-12,66.0,0.0,4.0
Medenine,2020-04-13,70.0,0.0,4.0
Medenine,2020-04-14,70.0,0.0,4.0
Medenine,2020-04-15,81.0,0.0,4.0
Medenine,2020-04-16,84.0,0.0,4.0
Medenine,2020-04-17,84.0,0.0,4.0
Medenine,2020-04-18,84.0,0.0,4.0
Medenine,2020-04-19,85.0,0.0,4.0
Medenine,2020-04-20,85.0,0.0,4.0
Medenine,2020-04-21,85.0,0.0,4.0
Medenine,2020-04-22,85.0,0.0,4.0
Medenine,2020-04-23,85.0,0.0,4.0
Medenine,2020-04-24,86.0,0.0,4.0
Medenine,2020-04-25,87.0,0.0,4.0
Medenine,2020-04-26,87.0,0.0,4.0
Medenine,2020-04-27,87.0,0.0,4.0
Medenine,2020-04-28,87.0,0.0,4.0
Medenine,2020-04-29,87.0,0.0,4.0
Medenine,2020-04-30,88.0,0.0,4.0
Medenine,2020-05-01,88.0,0.0,4.0
Medenine,2020-05-02,88.0,0.0,4.0
Medenine,2020-05-03,88.0,45.0,4.0
Medenine,2020-05-04,88.0,45.0,4.0
Medenine,2020-05-05,90.0,51.0,4.0
Medenine,2020-05-06,90.0,55.0,4.0
Medenine,2020-05-07,90.0,55.0,5.0
Medenine,2020-05-08,90.0,55.0,5.0
Medenine,2020-05-09,90.0,59.0,5.0
Medenine,2020-05-10,90.0,63.0,5.0
Medenine,2020-05-11,90.0,64.0,5.0
Medenine,2020-05-12,90.0,69.0,5.0
Medenine,2020-05-13,90.0,71.0,5.0
Medenine,2020-05-14,90.0,71.0,5.0
Monastir,2020-03-02,0.0,0.0,0.0
Monastir,2020-03-03,0.0,0.0,0.0
Monastir,2020-03-04,0.0,0.0,0.0
Monastir,2020-03-05,0.0,0.0,0.0
Monastir,2020-03-06,0.0,0.0,0.0
Monastir,2020-03-07,0.0,0.0,0.0
Monastir,2020-03-08,0.0,0.0,0.0
Monastir,2020-03-09,0.0,0.0,0.0
Monastir,2020-03-10,0.0,0.0,0.0
Monastir,2020-03-11,0.0,0.0,0.0
Monastir,2020-03-12,0.0,0.0,0.0
Monastir,2020-03-13,0.0,0.0,0.0
Monastir,2020-03-14,0.0,0.0,0.0
Monastir,2020-03-15,0.0,0.0,0.0
Monastir,2020-03-16,1.0,0.0,0.0
Monastir,2020-03-17,1.0,0.0,0.0
Monastir,2020-03-18,1.0,0.0,0.0
Monastir,2020-03-19,3.0,0.0,0.0
Monastir,2020-03-20,3.0,0.0,0.0
Monastir,2020-03-21,5.0,0.0,0.0
Monastir,2020-03-22,5.0,0.0,0.0
Monastir,2020-03-23,7.0,0.0,0.0
Monastir,2020-03-24,13.0,0.0,0.0
Monastir,2020-03-25,14.0,0.0,0.0
Monastir,2020-03-26,17.0,0.0,0.0
Monastir,2020-03-27,22.0,0.0,0.0
Monastir,2020-03-28,25.0,0.0,0.0
Monastir,2020-03-29,26.0,0.0,0.0
Monastir,2020-03-30,26.0,0.0,0.0
Monastir,2020-03-31,26.0,0.0,0.0
Monastir,2020-04-01,26.0,0.0,0.0
Monastir,2020-04-02,27.0,0.0,0.0
Monastir,2020-04-03,27.0,0.0,0.0
Monastir,2020-04-04,27.0,0.0,0.0
Monastir,2020-04-05,26.0,0.0,0.0
Monastir,2020-04-06,26.0,0.0,0.0
Monastir,2020-04-07,26.0,0.0,0.0
Monastir,2020-04-08,30.0,0.0,0.0
Monastir,2020-04-09,34.0,0.0,0.0
Monastir,2020-04-10,34.0,0.0,0.0
Monastir,2020-04-11,35.0,0.0,0.0
Monastir,2020-04-12,35.0,0.0,0.0
Monastir,2020-04-13,35.0,0.0,0.0
Monastir,2020-04-14,36.0,0.0,0.0
Monastir,2020-04-15,36.0,0.0,0.0
Monastir,2020-04-16,36.0,0.0,0.0
Monastir,2020-04-17,36.0,0.0,0.0
Monastir,2020-04-18,38.0,0.0,0.0
Monastir,2020-04-19,37.0,0.0,0.0
Monastir,2020-04-20,37.0,0.0,0.0
Monastir,2020-04-21,37.0,0.0,0.0
Monastir,2020-04-22,37.0,0.0,0.0
Monastir,2020-04-23,37.0,0.0,0.0
Monastir,2020-04-24,37.0,0.0,0.0
Monastir,2020-04-25,37.0,0.0,0.0
Monastir,2020-04-26,37.0,0.0,0.0
Monastir,2020-04-27,37.0,0.0,0.0
Monastir,2020-04-28,37.0,0.0,0.0
Monastir,2020-04-29,37.0,0.0,0.0
Monastir,2020-04-30,37.0,0.0,0.0
Monastir,2020-05-01,38.0,0.0,0.0
Monastir,2020-05-02,38.0,0.0,0.0
Monastir,2020-05-03,39.0,21.0,0.0
Monastir,2020-05-04,39.0,31.0,0.0
Monastir,2020-05-05,39.0,31.0,0.0
Monastir,2020-05-06,40.0,31.0,0.0
Monastir,2020-05-07,40.0,34.0,0.0
Monastir,2020-05-08,40.0,34.0,0.0
Monastir,2020-05-09,40.0,36.0,0.0
Monastir,2020-05-10,40.0,36.0,0.0
Monastir,2020-05-11,40.0,37.0,0.0
Monastir,2020-05-12,40.0,37.0,0.0
Monastir,2020-05-13,40.0,37.0,0.0
Monastir,2020-05-14,40.0,38.0,0.0
Nabeul,2020-03-02,0.0,0.0,0.0
Nabeul,2020-03-03,0.0,0.0,0.0
Nabeul,2020-03-04,0.0,0.0,0.0
Nabeul,2020-03-05,0.0,0.0,0.0
Nabeul,2020-03-06,0.0,0.0,0.0
Nabeul,2020-03-07,0.0,0.0,0.0
Nabeul,2020-03-08,0.0,0.0,0.0
Nabeul,2020-03-09,0.0,0.0,0.0
Nabeul,2020-03-10,0.0,0.0,0.0
Nabeul,2020-03-11,0.0,0.0,0.0
Nabeul,2020-03-12,0.0,0.0,0.0
Nabeul,2020-03-13,0.0,0.0,0.0
Nabeul,2020-03-14,0.0,0.0,0.0
Nabeul,2020-03-15,0.0,0.0,0.0
Nabeul,2020-03-16,0.0,0.0,0.0
Nabeul,2020-03-17,0.0,0.0,0.0
Nabeul,2020-03-18,1.0,0.0,0.0
Nabeul,2020-03-19,1.0,0.0,0.0
Nabeul,2020-03-20,1.0,0.0,0.0
Nabeul,2020-03-21,1.0,0.0,0.0
Nabeul,2020-03-22,1.0,0.0,0.0
Nabeul,2020-03-23,1.0,0.0,0.0
Nabeul,2020-03-24,2.0,0.0,0.0
Nabeul,2020-03-25,2.0,0.0,0.0
Nabeul,2020-03-26,3.0,0.0,0.0
Nabeul,2020-03-27,6.0,0.0,0.0
Nabeul,2020-03-28,8.0,0.0,0.0
Nabeul,2020-03-29,10.0,0.0,0.0
Nabeul,2020-03-30,10.0,0.0,0.0
Nabeul,2020-03-31,11.0,0.0,0.0
Nabeul,2020-04-01,11.0,0.0,0.0
Nabeul,2020-04-02,11.0,0.0,1.0
Nabeul,2020-04-03,11.0,0.0,1.0
Nabeul,2020-04-04,11.0,0.0,1.0
Nabeul,2020-04-05,11.0,0.0,1.0
Nabeul,2020-04-06,11.0,0.0,1.0
Nabeul,2020-04-07,11.0,0.0,1.0
Nabeul,2020-04-08,12.0,0.0,1.0
Nabeul,2020-04-09,13.0,0.0,1.0
Nabeul,2020-04-10,13.0,0.0,1.0
Nabeul,2020-04-11,12.0,0.0,1.0
Nabeul,2020-04-12,12.0,0.0,1.0
Nabeul,2020-04-13,12.0,0.0,1.0
Nabeul,2020-04-14,12.0,0.0,1.0
Nabeul,2020-04-15,12.0,0.0,1.0
Nabeul,2020-04-16,12.0,0.0,1.0
Nabeul,2020-04-17,12.0,0.0,1.0
Nabeul,2020-04-18,12.0,0.0,1.0
Nabeul,2020-04-19,12.0,0.0,1.0
Nabeul,2020-04-20,12.0,0.0,1.0
Nabeul,2020-04-21,12.0,0.0,1.0
Nabeul,2020-04-22,12.0,0.0,1.0
Nabeul,2020-04-23,12.0,0.0,1.0
Nabeul,2020-04-24,12.0,0.0,1.0
Nabeul,2020-04-25,12.0,0.0,1.0
Nabeul,2020-04-26,12.0,0.0,1.0
Nabeul,2020-04-27,12.0,0.0,1.0
Nabeul,2020-04-28,12.0,0.0,1.0
Nabeul,2020-04-29,13.0,0.0,1.0
Nabeul,2020-04-30,14.0,0.0,1.0
Nabeul,2020-05-01,14.0,0.0,1.0
Nabeul,2020-05-02,14.0,0.0,1.0
Nabeul,2020-05-03,14.0,11.0,1.0
Nabeul,2020-05-04,14.0,11.0,1.0
Nabeul,2020-05-05,14.0,11.0,1.0
Nabeul,2020-05-06,14.0,11.0,1.0
Nabeul,2020-05-07,15.0,11.0,1.0
Nabeul,2020-05-08,15.0,11.0,1.0
Nabeul,2020-05-09,15.0,11.0,1.0
Nabeul,2020-05-10,15.0,11.0,1.0
Nabeul,2020-05-11,15.0,11.0,1.0
Nabeul,2020-05-12,15.0,13.0,1.0
Nabeul,2020-05-13,15.0,13.0,1.0
Nabeul,2020-05-14,15.0,14.0,1.0
Sfax,2020-03-02,0.0,0.0,0.0
Sfax,2020-03-03,0.0,0.0,0.0
Sfax,2020-03-04,0.0,0.0,0.0
Sfax,2020-03-05,0.0,0.0,0.0
Sfax,2020-03-06,0.0,0.0,0.0
Sfax,2020-03-07,0.0,0.0,0.0
Sfax,2020-03-08,0.0,0.0,0.0
Sfax,2020-03-09,0.0,0.0,0.0
Sfax,2020-03-10,0.0,0.0,0.0
Sfax,2020-03-11,0.0,0.0,0.0
Sfax,2020-03-12,0.0,0.0,0.0
Sfax,2020-03-13,0.0,0.0,0.0
Sfax,2020-03-14,0.0,0.0,0.0
Sfax,2020-03-15,0.0,0.0,0.0
Sfax,2020-03-16,0.0,0.0,0.0
Sfax,2020-03-17,1.0,0.0,0.0
Sfax,2020-03-18,1.0,0.0,0.0
Sfax,2020-03-19,1.0,0.0,0.0
Sfax,2020-03-20,1.0,0.0,1.0
Sfax,2020-03-21,4.0,0.0,1.0
Sfax,2020-03-22,4.0,0.0,1.0
Sfax,2020-03-23,5.0,0.0,1.0
Sfax,2020-03-24,7.0,0.0,1.0
Sfax,2020-03-25,11.0,0.0,1.0
Sfax,2020-03-26,11.0,0.0,1.0
Sfax,2020-03-27,11.0,0.0,3.0
Sfax,2020-03-28,11.0,0.0,3.0
Sfax,2020-03-29,14.0,0.0,3.0
Sfax,2020-03-30,19.0,0.0,3.0
Sfax,2020-03-31,20.0,0.0,3.0
Sfax,2020-04-01,20.0,0.0,3.0
Sfax,2020-04-02,22.0,0.0,3.0
Sfax,2020-04-03,29.0,0.0,3.0
Sfax,2020-04-04,29.0,0.0,4.0
Sfax,2020-04-05,29.0,0.0,4.0
Sfax,2020-04-06,29.0,0.0,4.0
Sfax,2020-04-07,29.0,0.0,4.0
Sfax,2020-04-08,30.0,0.0,4.0
Sfax,2020-04-09,31.0,0.0,4.0
Sfax,2020-04-10,31.0,0.0,5.0
Sfax,2020-04-11,31.0,0.0,5.0
Sfax,2020-04-12,31.0,0.0,5.0
Sfax,2020-04-13,31.0,0.0,5.0
Sfax,2020-04-14,31.0,0.0,5.0
Sfax,2020-04-15,31.0,0.0,5.0
Sfax,2020-04-16,31.0,0.0,5.0
Sfax,2020-04-17,32.0,0.0,5.0
Sfax,2020-04-18,32.0,0.0,5.0
Sfax,2020-04-19,34.0,0.0,5.0
Sfax,2020-04-20,36.0,0.0,5.0
Sfax,2020-04-21,36.0,0.0,5.0
Sfax,2020-04-22,36.0,0.0,5.0
Sfax,2020-04-23,36.0,0.0,5.0
Sfax,2020-04-24,36.0,0.0,5.0
Sfax,2020-04-25,36.0,0.0,5.0
Sfax,2020-04-26,36.0,0.0,5.0
Sfax,2020-04-27,36.0,0.0,5.0
Sfax,2020-04-28,36.0,0.0,5.0
Sfax,2020-04-29,36.0,0.0,5.0
Sfax,2020-04-30,36.0,0.0,5.0
Sfax,2020-05-01,36.0,0.0,5.0
Sfax,2020-05-02,36.0,0.0,5.0
Sfax,2020-05-03,36.0,15.0,5.0
Sfax,2020-05-04,36.0,15.0,5.0
Sfax,2020-05-05,36.0,18.0,5.0
Sfax,2020-05-06,36.0,19.0,5.0
Sfax,2020-05-07,36.0,19.0,5.0
Sfax,2020-05-08,36.0,19.0,5.0
Sfax,2020-05-09,36.0,21.0,5.0
Sfax,2020-05-10,36.0,21.0,5.0
Sfax,2020-05-11,36.0,21.0,5.0
Sfax,2020-05-12,36.0,22.0,5.0
Sfax,2020-05-13,36.0,22.0,5.0
Sfax,2020-05-14,36.0,26.0,5.0
Sidi Bouzid,2020-03-02,0.0,0.0,0.0
Sidi Bouzid,2020-03-03,0.0,0.0,0.0
Sidi Bouzid,2020-03-04,0.0,0.0,0.0
Sidi Bouzid,2020-03-05,0.0,0.0,0.0
Sidi Bouzid,2020-03-06,0.0,0.0,0.0
Sidi Bouzid,2020-03-07,0.0,0.0,0.0
Sidi Bouzid,2020-03-08,0.0,0.0,0.0
Sidi Bouzid,2020-03-09,0.0,0.0,0.0
Sidi Bouzid,2020-03-10,0.0,0.0,0.0
Sidi Bouzid,2020-03-11,0.0,0.0,0.0
Sidi Bouzid,2020-03-12,0.0,0.0,0.0
Sidi Bouzid,2020-03-13,0.0,0.0,0.0
Sidi Bouzid,2020-03-14,0.0,0.0,0.0
Sidi Bouzid,2020-03-15,0.0,0.0,0.0
Sidi Bouzid,2020-03-16,0.0,0.0,0.0
Sidi Bouzid,2020-03-17,0.0,0.0,0.0
Sidi Bouzid,2020-03-18,0.0,0.0,0.0
Sidi Bouzid,2020-03-19,0.0,0.0,0.0
Sidi Bouzid,2020-03-20,0.0,0.0,0.0
Sidi Bouzid,2020-03-21,0.0,0.0,0.0
Sidi Bouzid,2020-03-22,0.0,0.0,0.0
Sidi Bouzid,2020-03-23,0.0,0.0,0.0
Sidi Bouzid,2020-03-24,0.0,0.0,0.0
Sidi Bouzid,2020-03-25,0.0,0.0,0.0
Sidi Bouzid,2020-03-26,1.0,0.0,0.0
Sidi Bouzid,2020-03-27,1.0,0.0,0.0
Sidi Bouzid,2020-03-28,3.0,0.0,0.0
Sidi Bouzid,2020-03-29,3.0,0.0,0.0
Sidi Bouzid,2020-03-30,3.0,0.0,0.0
Sidi Bouzid,2020-03-31,3.0,0.0,0.0
Sidi Bouzid,2020-04-01,3.0,0.0,0.0
Sidi Bouzid,2020-04-02,5.0,0.0,0.0
Sidi Bouzid,2020-04-03,5.0,0.0,0.0
Sidi Bouzid,2020-04-04,5.0,0.0,0.0
Sidi Bouzid,2020-04-05,5.0,0.0,0.0
Sidi Bouzid,2020-04-06,5.0,0.0,0.0
Sidi Bouzid,2020-04-07,5.0,0.0,0.0
Sidi Bouzid,2020-04-08,5.0,0.0,0.0
Sidi Bouzid,2020-04-09,5.0,0.0,0.0
Sidi Bouzid,2020-04-10,5.0,0.0,0.0
Sidi Bouzid,2020-04-11,5.0,0.0,0.0
Sidi Bouzid,2020-04-12,5.0,0.0,0.0
Sidi Bouzid,2020-04-13,5.0,0.0,0.0
Sidi Bouzid,2020-04-14,5.0,0.0,0.0
Sidi Bouzid,2020-04-15,5.0,0.0,0.0
Sidi Bouzid,2020-04-16,5.0,0.0,0.0
Sidi Bouzid,2020-04-17,5.0,0.0,0.0
Sidi Bouzid,2020-04-18,5.0,0.0,0.0
Sidi Bouzid,2020-04-19,5.0,0.0,0.0
Sidi Bouzid,2020-04-20,5.0,0.0,0.0
Sidi Bouzid,2020-04-21,5.0,0.0,0.0
Sidi Bouzid,2020-04-22,5.0,0.0,0.0
Sidi Bouzid,2020-04-23,5.0,0.0,0.0
Sidi Bouzid,2020-04-24,5.0,0.0,0.0
Sidi Bouzid,2020-04-25,5.0,0.0,0.0
Sidi Bouzid,2020-04-26,5.0,0.0,0.0
Sidi Bouzid,2020-04-27,5.0,0.0,0.0
Sidi Bouzid,2020-04-28,5.0,0.0,0.0
Sidi Bouzid,2020-04-29,5.0,0.0,1.0
Sidi Bouzid,2020-04-30,5.0,0.0,1.0
Sidi Bouzid,2020-05-01,5.0,0.0,1.0
Sidi Bouzid,2020-05-02,5.0,0.0,1.0
Sidi Bouzid,2020-05-03,5.0,4.0,1.0
Sidi Bouzid,2020-05-04,5.0,4.0,1.0
Sidi Bouzid,2020-05-05,6.0,5.0,1.0
Sidi Bouzid,2020-05-06,6.0,5.0,1.0
Sidi Bouzid,2020-05-07,6.0,5.0,1.0
Sidi Bouzid,2020-05-08,6.0,5.0,1.0
Sidi Bouzid,2020-05-09,6.0,5.0,1.0
Sidi Bouzid,2020-05-10,6.0,5.0,1.0
Sidi Bouzid,2020-05-11,6.0,5.0,1.0
Sidi Bouzid,2020-05-12,6.0,5.0,1.0
Sidi Bouzid,2020-05-13,6.0,5.0,1.0
Sidi Bouzid,2020-05-14,6.0,5.0,1.0
Siliana,2020-03-02,0.0,0.0,0.0
Siliana,2020-03-03,0.0,0.0,0.0
Siliana,2020-03-04,0.0,0.0,0.0
Siliana,2020-03-05,0.0,0.0,0.0
Siliana,2020-03-06,0.0,0.0,0.0
Siliana,2020-03-07,0.0,0.0,0.0
Siliana,2020-03-08,0.0,0.0,0.0
Siliana,2020-03-09,0.0,0.0,0.0
Siliana,2020-03-10,0.0,0.0,0.0
Siliana,2020-03-11,0.0,0.0,0.0
Siliana,2020-03-12,0.0,0.0,0.0
Siliana,2020-03-13,0.0,0.0,0.0
Siliana,2020-03-14,0.0,0.0,0.0
Siliana,2020-03-15,0.0,0.0,0.0
Siliana,2020-03-16,0.0,0.0,0.0
Siliana,2020-03-17,0.0,0.0,0.0
Siliana,2020-03-18,0.0,0.0,0.0
Siliana,2020-03-19,0.0,0.0,0.0
Siliana,2020-03-20,0.0,0.0,0.0
Siliana,2020-03-21,0.0,0.0,0.0
Siliana,2020-03-22,0.0,0.0,0.0
Siliana,2020-03-23,0.0,0.0,0.0
Siliana,2020-03-24,0.0,0.0,0.0
Siliana,2020-03-25,0.0,0.0,0.0
Siliana,2020-03-26,0.0,0.0,0.0
Siliana,2020-03-27,0.0,0.0,0.0
Siliana,2020-03-28,0.0,0.0,0.0
Siliana,2020-03-29,0.0,0.0,0.0
Siliana,2020-03-30,0.0,0.0,0.0
Siliana,2020-03-31,0.0,0.0,0.0
Siliana,2020-04-01,0.0,0.0,0.0
Siliana,2020-04-02,0.0,0.0,0.0
Siliana,2020-04-03,0.0,0.0,0.0
Siliana,2020-04-04,0.0,0.0,0.0
Siliana,2020-04-05,0.0,0.0,0.0
Siliana,2020-04-06,0.0,0.0,0.0
Siliana,2020-04-07,0.0,0.0,0.0
Siliana,2020-04-08,0.0,0.0,0.0
Siliana,2020-04-09,0.0,0.0,0.0
Siliana,2020-04-10,0.0,0.0,0.0
Siliana,2020-04-11,0.0,0.0,0.0
Siliana,2020-04-12,0.0,0.0,0.0
Siliana,2020-04-13,0.0,0.0,0.0
Siliana,2020-04-14,0.0,0.0,0.0
Siliana,2020-04-15,1.0,0.0,0.0
Siliana,2020-04-16,1.0,0.0,0.0
Siliana,2020-04-17,1.0,0.0,0.0
Siliana,2020-04-18,1.0,0.0,0.0
Siliana,2020-04-19,1.0,0.0,0.0
Siliana,2020-04-20,1.0,0.0,0.0
Siliana,2020-04-21,1.0,0.0,0.0
Siliana,2020-04-22,2.0,0.0,0.0
Siliana,2020-04-23,2.0,0.0,0.0
Siliana,2020-04-24,2.0,0.0,0.0
Siliana,2020-04-25,2.0,0.0,0.0
Siliana,2020-04-26,3.0,0.0,0.0
Siliana,2020-04-27,3.0,0.0,0.0
Siliana,2020-04-28,3.0,0.0,0.0
Siliana,2020-04-29,3.0,0.0,0.0
Siliana,2020-04-30,3.0,0.0,0.0
Siliana,2020-05-01,3.0,0.0,0.0
Siliana,2020-05-02,3.0,0.0,0.0
Siliana,2020-05-03,4.0,0.0,0.0
Siliana,2020-05-04,4.0,0.0,0.0
Siliana,2020-05-05,4.0,0.0,0.0
Siliana,2020-05-06,4.0,0.0,0.0
Siliana,2020-05-07,4.0,1.0,0.0
Siliana,2020-05-08,4.0,1.0,0.0
Siliana,2020-05-09,4.0,1.0,0.0
Siliana,2020-05-10,4.0,1.0,0.0
Siliana,2020-05-11,4.0,1.0,0.0
Siliana,2020-05-12,4.0,4.0,0.0
Siliana,2020-05-13,4.0,4.0,0.0
Siliana,2020-05-14,4.0,4.0,0.0
Sousse,2020-03-02,0.0,0.0,0.0
Sousse,2020-03-03,0.0,0.0,0.0
Sousse,2020-03-04,0.0,0.0,0.0
Sousse,2020-03-05,0.0,0.0,0.0
Sousse,2020-03-06,0.0,0.0,0.0
Sousse,2020-03-07,0.0,0.0,0.0
Sousse,2020-03-08,0.0,0.0,0.0
Sousse,2020-03-09,0.0,0.0,0.0
Sousse,2020-03-10,0.0,0.0,0.0
Sousse,2020-03-11,0.0,0.0,0.0
Sousse,2020-03-12,0.0,0.0,0.0
Sousse,2020-03-13,0.0,0.0,0.0
Sousse,2020-03-14,0.0,0.0,0.0
Sousse,2020-03-15,0.0,0.0,0.0
Sousse,2020-03-16,1.0,0.0,0.0
Sousse,2020-03-17,2.0,1.0,0.0
Sousse,2020-03-18,2.0,1.0,1.0
Sousse,2020-03-19,4.0,1.0,1.0
Sousse,2020-03-20,5.0,1.0,1.0
Sousse,2020-03-21,5.0,1.0,1.0
Sousse,2020-03-22,5.0,1.0,1.0
Sousse,2020-03-23,6.0,1.0,1.0
Sousse,2020-03-24,13.0,1.0,1.0
Sousse,2020-03-25,16.0,1.0,1.0
Sousse,2020-03-26,17.0,1.0,1.0
Sousse,2020-03-27,24.0,1.0,1.0
Sousse,2020-03-28,25.0,1.0,1.0
Sousse,2020-03-29,26.0,1.0,1.0
Sousse,2020-03-30,31.0,1.0,1.0
Sousse,2020-03-31,35.0,1.0,1.0
Sousse,2020-04-01,41.0,1.0,1.0
Sousse,2020-04-02,45.0,1.0,1.0
Sousse,2020-04-03,48.0,1.0,1.0
Sousse,2020-04-04,52.0,1.0,3.0
Sousse,2020-04-05,53.0,1.0,3.0
Sousse,2020-04-06,57.0,1.0,4.0
Sousse,2020-04-07,57.0,1.0,4.0
Sousse,2020-04-08,51.0,1.0,4.0
Sousse,2020-04-09,56.0,1.0,4.0
Sousse,2020-04-10,61.0,1.0,4.0
Sousse,2020-04-11,62.0,1.0,4.0
Sousse,2020-04-12,64.0,1.0,5.0
Sousse,2020-04-13,64.0,1.0,5.0
Sousse,2020-04-14,68.0,1.0,5.0
Sousse,2020-04-15,68.0,1.0,5.0
Sousse,2020-04-16,71.0,1.0,5.0
Sousse,2020-04-17,71.0,1.0,5.0
Sousse,2020-04-18,73.0,1.0,5.0
Sousse,2020-04-19,74.0,1.0,5.0
Sousse,2020-04-20,74.0,1.0,5.0
Sousse,2020-04-21,77.0,1.0,5.0
Sousse,2020-04-22,78.0,1.0,5.0
Sousse,2020-04-23,81.0,1.0,5.0
Sousse,2020-04-24,81.0,1.0,5.0
Sousse,2020-04-25,82.0,1.0,5.0
Sousse,2020-04-26,82.0,1.0,5.0
Sousse,2020-04-27,82.0,1.0,5.0
Sousse,2020-04-28,82.0,1.0,5.0
Sousse,2020-04-29,82.0,1.0,5.0
Sousse,2020-04-30,82.0,1.0,5.0
Sousse,2020-05-01,82.0,1.0,5.0
Sousse,2020-05-02,82.0,1.0,5.0
Sousse,2020-05-03,82.0,38.0,6.0
Sousse,2020-05-04,82.0,51.0,6.0
Sousse,2020-05-05,84.0,58.0,6.0
Sousse,2020-05-06,84.0,58.0,7.0
Sousse,2020-05-07,84.0,58.0,7.0
Sousse,2020-05-08,84.0,60.0,7.0
Sousse,2020-05-09,84.0,65.0,7.0
Sousse,2020-05-10,84.0,66.0,7.0
Sousse,2020-05-11,84.0,66.0,7.0
Sousse,2020-05-12,84.0,66.0,7.0
Sousse,2020-05-13,84.0,66.0,7.0
Sousse,2020-05-14,84.0,68.0,7.0
Tataouine,2020-03-02,0.0,0.0,0.0
Tataouine,2020-03-03,0.0,0.0,0.0
Tataouine,2020-03-04,0.0,0.0,0.0
Tataouine,2020-03-05,0.0,0.0,0.0
Tataouine,2020-03-06,0.0,0.0,0.0
Tataouine,2020-03-07,0.0,0.0,0.0
Tataouine,2020-03-08,0.0,0.0,0.0
Tataouine,2020-03-09,0.0,0.0,0.0
Tataouine,2020-03-10,0.0,0.0,0.0
Tataouine,2020-03-11,0.0,0.0,0.0
Tataouine,2020-03-12,0.0,0.0,0.0
